paper_id,material_id,material_formula,category,property_name,value,unit,ea_type,confidence,extraction_method,sentence,page
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_1,EsS2,ML,Algorithm,XGBoost,NONE,NONE,0.25,dependency_parse,"Kang et al. employed nine different ML models, in­ cluding naive Bayes (NB), logistic regression, decision trees (DT), K- nearest neighbors (KNN), RF, gradient boosting (GB), stochastic gra­ dient descent (SGD), Light Gradient Boosting Machine (LGBM), and XGBoost, to screen SSEs for lithium-ion batteries [108].",10
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_6,N2,DFT,Software,Gaussian,NONE,NONE,0.25,proximity,"Mandal et al. utilized linear regression, elastic net (EN), Lasso regression, support vector machines (SVM), XGBoost, NN, RF, and Gaussian process re­ gression (GPR) to study the impact of different glass compositions on the ionic conductivity of sodium ion conducting glass electrolytes [109].",10
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_6,N2,ML,Algorithm,linear regression,NONE,NONE,0.25,proximity,"Mandal et al. utilized linear regression, elastic net (EN), Lasso regression, support vector machines (SVM), XGBoost, NN, RF, and Gaussian process re­ gression (GPR) to study the impact of different glass compositions on the ionic conductivity of sodium ion conducting glass electrolytes [109].",10
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_6,N2,ML,Algorithm,SVM,NONE,NONE,0.25,proximity,"Mandal et al. utilized linear regression, elastic net (EN), Lasso regression, support vector machines (SVM), XGBoost, NN, RF, and Gaussian process re­ gression (GPR) to study the impact of different glass compositions on the ionic conductivity of sodium ion conducting glass electrolytes [109].",10
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_6,N2,ML,Algorithm,XGBoost,NONE,NONE,0.25,proximity,"Mandal et al. utilized linear regression, elastic net (EN), Lasso regression, support vector machines (SVM), XGBoost, NN, RF, and Gaussian process re­ gression (GPR) to study the impact of different glass compositions on the ionic conductivity of sodium ion conducting glass electrolytes [109].",10
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_6,N2,ML,Algorithm,Gaussian process,NONE,NONE,0.25,proximity,"Mandal et al. utilized linear regression, elastic net (EN), Lasso regression, support vector machines (SVM), XGBoost, NN, RF, and Gaussian process re­ gression (GPR) to study the impact of different glass compositions on the ionic conductivity of sodium ion conducting glass electrolytes [109].",10
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_8,H2,ML,Algorithm,SVM,NONE,NONE,0.25,dependency_parse,"Xu et al. used a weighted voting regression (WVR) model to predict the ionic conductivity of oxides, involving models such as AdaBoost, DT, EN, Extra Trees (ET), GB, KNN, Lasso regression, RF, and SVM",10
Speeding up the development of solid state electrolyte by machine learning.pdf,MAT_10,Li7La3Zr2O12,ML,Algorithm,XGBoost,NONE,NONE,0.25,proximity,"Sun et al. developed a ML-based model to predict the elastic properties of Li7La3Zr2O12 derived materials, trained with five models including RF, ET, GB, XGBoost, and LGBM",10
Article 11.pdf,MAT_1,KU,SYNTHESIS,Method,solid-state,NONE,NONE,0.8,proximity,"4The Faraday Institution, Didcot, UK. e-mail: saiful.islam@materials.ox.ac.uk; james.dawson@newcastle.ac.uk Nature Reviews Materials | Volume 10 | August 2025 | 566–583 566 https://doi.org/10.1038/s41578-025-00817-y Sections Introduction Fundamentals and challenges of solid-state batteries Inorganic solid electrolyte materials Materials modelling and machine learning methods Understanding the mechanisms of fast-ion transport Predicting phase formation, stability and decomposition Understanding interfacial resistance and reactivity Future perspectives",1
Article 11.pdf,MAT_2,Al2O3,DFT,Software,crystal,NONE,NONE,0.8,dependency_parse,"It has two main crystal struc- tures, β-Al2O3 and β′′-Al2O3, with the latter generally exhibiting higher ionic conductivity (>10−2 S cm−1 at 300 °C for single crystals)37,38.",3
Article 11.pdf,MAT_3,Li10Ge(PS6)2,SYNTHESIS,Method,solid-state,NONE,NONE,0.8,dependency_parse,"The 2011 discovery of Li10GeP2S12 (LGPS) with its remarkable Li-ion conductivity of ~10−2 S cm−1, compara- ble to or greater than that of commercial liquid electrolytes, was pivotal to the current surge of interest in solid-state batteries45.",3
Article 11.pdf,MAT_4,Na3Zr2Si2PO12,ML,R2,2,NONE,NONE,0.8,proximity,Ti1.7 ( P O4)3 Li6 P S5 Cl Sodium solid electrolytes Oxides Sulfides Halides β-alumina NASICON Thiophosphate Na Al11 O17 Na3 Zr2 Si2,4
Article 11.pdf,MAT_5,LaCl3,STRUCTURAL,Crystal_System,Monoclinic,NONE,NONE,0.8,dependency_parse,In Cl6 UCl3-type Li-LaCl3 Monoclinic Na3ErCl6 Trigonal Na2ZrCl6 Cl-doped Na3PS4 Na3Zr2Si2PO12 Na2.4Er0.4Zr0.6Cl6 NaPF6–EC/PC,4
Article 11.pdf,MAT_6,Na3PS4,STRUCTURAL,Crystal_System,Trigonal,NONE,NONE,0.8,dependency_parse,In Cl6 UCl3-type Li-LaCl3 Monoclinic Na3ErCl6 Trigonal Na2ZrCl6 Cl-doped Na3PS4 Na3Zr2Si2PO12 Na2.4Er0.4Zr0.6Cl6 NaPF6–EC/PC,4
Article 11.pdf,MAT_11,Li7La3Zr2O12,ELECTROCHEMICAL,Activation_Energy,0.48 eV,eV,unspecified,0.75,dependency_parse,"Classical MD simulations123 found that the Li distribution on tetrahedral and octahedral sites in cubic LLZO just above the phase transition temperature closely resembles the ordered distribution in tetragonal LLZO, and that the network of partially occupied sites strongly contributes to high conductivity with an activation energy (Eact) of 0.48 eV. An unsupervised landmark analysis133 was used to detect Li-ion jumps in MD simulations of LLZO.",6
Article 11.pdf,MAT_11,Li7La3Zr2O12,STRUCTURAL,Crystal_System,cubic,NONE,NONE,0.75,dependency_parse,"Classical MD simulations123 found that the Li distribution on tetrahedral and octahedral sites in cubic LLZO just above the phase transition temperature closely resembles the ordered distribution in tetragonal LLZO, and that the network of partially occupied sites strongly contributes to high conductivity with an activation energy (Eact) of 0.48 eV. An unsupervised landmark analysis133 was used to detect Li-ion jumps in MD simulations of LLZO.",6
Article 11.pdf,MAT_11,Li7La3Zr2O12,STRUCTURAL,Crystal_System,tetragonal,NONE,NONE,0.75,dependency_parse,"Classical MD simulations123 found that the Li distribution on tetrahedral and octahedral sites in cubic LLZO just above the phase transition temperature closely resembles the ordered distribution in tetragonal LLZO, and that the network of partially occupied sites strongly contributes to high conductivity with an activation energy (Eact) of 0.48 eV. An unsupervised landmark analysis133 was used to detect Li-ion jumps in MD simulations of LLZO.",6
Article 11.pdf,MAT_35,Li3InCl6,DFT,Software,crystal,NONE,NONE,0.75,proximity,"b, Calculated surface energies for typical crystal faces of Li3InCl6 and a high-entropy",12
Article 11.pdf,MAT_11,Li7La3Zr2O12,STRUCTURAL,Crystal_System,cubic,NONE,NONE,0.6,proximity,"Computational stud- ies into doping LLZO indicated that incorporation of pentavalent cations (for example, Ta5+ and Nb5+) on the Zr sites stabilizes the cubic",6
Article 11.pdf,MAT_11,Li7La3Zr2O12,STRUCTURAL,Crystal_System,cubic,NONE,NONE,0.6,proximity,Potential-based simulations of fluoride incorporation into LLZO com- pensated by lithium vacancies showed improved transport properties owing to stabilization of the cubic phase131.,7
Article 11.pdf,MAT_12,Li3YBr6,STRUCTURAL,Crystal_System,hexagonal,NONE,NONE,0.6,dependency_parse,"d, Crystal structures (top) of Li3YCl6 with hexagonal close-packed (hcp)-like anion lattice and Li3YBr6 with face-centred cubic (fcc)-like anion lattice, superimposed with Li+ probability density marked by yellow isosurfaces from AIMD simulations, and their corresponding Li-ion migration pathways (bottom).",7
Article 11.pdf,MAT_12,Li3YBr6,STRUCTURAL,Crystal_System,cubic,NONE,NONE,0.6,dependency_parse,"d, Crystal structures (top) of Li3YCl6 with hexagonal close-packed (hcp)-like anion lattice and Li3YBr6 with face-centred cubic (fcc)-like anion lattice, superimposed with Li+ probability density marked by yellow isosurfaces from AIMD simulations, and their corresponding Li-ion migration pathways (bottom).",7
Article 11.pdf,MAT_13,Li3YCl6,DFT,Software,Crystal,NONE,NONE,0.6,dependency_parse,"d, Crystal structures (top) of Li3YCl6 with hexagonal close-packed (hcp)-like anion lattice and Li3YBr6 with face-centred cubic (fcc)-like anion lattice, superimposed with Li+ probability density marked by yellow isosurfaces from AIMD simulations, and their corresponding Li-ion migration pathways (bottom).",7
Article 11.pdf,MAT_3,Li10Ge(PS6)2,STRUCTURAL,Crystal_System,cubic,NONE,NONE,0.6,proximity,"Nudged elastic band calculations revealed that the anion arrangement in this Li-ion conductor influences ion mobility139: the body-centred cubic (bcc)-like sulfide framework of LGPS provides a direct pathway between tetrahedral sites, leading to the lowest activation barrier (0.15 eV) compared with other pathways in close-packed anion frameworks, such as hexagonal close-packed (hcp) or fcc.",8
